CREMONA,61,MILANO,68,5.15,1.16
TRENTO,69,REGGIANA,78,2.29,1.62
VIRTUSROMA,75,CASERTA,62,1.4,2.93
CAPODORLANDO,71,PISTOIA,74,1.69,2.16
BRINDISI,92,PESARO,56,1.15,5.32
AVELLINO,71,VENEZIA,76,1.68,2.19
SASSARI,89,VIRTUSBOLOGNA,76,1.1,7.19
VARESE,93,CANTU,84,1.82,1.98
REGGIANA,69,CREMONA,70,1.18,4.91
VIRTUSBOLOGNA,74,CAPODORLANDO,69,1.43,2.81
PESARO,85,VARESE,96,2.45,1.55
CASERTA,69,BRINDISI,78,1.88,1.91
CANTU,74,AVELLINO,65,1.31,3.39
VENEZIA,74,VIRTUSROMA,57,1.39,2.94
PISTOIA,81,SASSARI,84,2.14,1.7
MILANO,90,TRENTO,75,1.06,9.05
VARESE,112,REGGIANA,118,1.41,2.89
VIRTUSBOLOGNA,79,CASERTA,73,1.57,2.4
TRENTO,83,CANTU,71,2.04,1.78
PISTOIA,76,CREMONA,83,1.33,3.35
CAPODORLANDO,70,VIRTUSROMA,73,2.28,1.63
AVELLINO,69,PESARO,60,1.21,4.38
MILANO,80,VENEZIA,71,1.19,4.76
SASSARI,87,BRINDISI,78,1.24,4.0
REGGIANA,91,PESARO,73,1.13,5.91
BRINDISI,82,TRENTO,74,1.18,4.83
CREMONA,76,CAPODORLANDO,78,1.4,2.93
CASERTA,59,PISTOIA,63,1.38,2.99
CANTU,89,VIRTUSBOLOGNA,67,1.27,3.78
VENEZIA,98,VARESE,95,1.38,3.04
VIRTUSROMA,75,SASSARI,84,1.85,1.94
AVELLINO,73,MILANO,69,3.39,1.32
PESARO,89,VIRTUSROMA,87,2.52,1.52
VARESE,70,TRENTO,76,1.25,3.88
CASERTA,66,CREMONA,81,1.52,2.53
CAPODORLANDO,67,AVELLINO,81,1.7,2.15
CANTU,79,SASSARI,75,2.0,1.8
BRINDISI,74,VENEZIA,81,1.46,2.69
PISTOIA,72,VIRTUSBOLOGNA,73,1.36,3.13
REGGIANA,77,MILANO,76,2.45,1.54
TRENTO,86,PISTOIA,72,1.47,2.68
AVELLINO,88,REGGIANA,94,1.67,2.2
VIRTUSBOLOGNA,79,VENEZIA,83,2.1,1.73
VIRTUSROMA,87,VARESE,78,1.46,2.7
CREMONA,87,BRINDISI,72,1.77,2.04
CAPODORLANDO,68,CASERTA,64,1.5,2.57
MILANO,83,CANTU,64,1.2,4.58
SASSARI,92,PESARO,64,1.05,10.18
REGGIANA,87,VIRTUSROMA,83,1.31,3.47
CASERTA,95,CANTU,107,2.01,1.8
VENEZIA,66,PISTOIA,63,1.18,4.82
TRENTO,116,CREMONA,114,1.54,2.44
PESARO,62,CAPODORLANDO,60,1.66,2.21
BRINDISI,75,VIRTUSBOLOGNA,64,1.21,4.35
VARESE,97,MILANO,105,2.94,1.39
SASSARI,81,AVELLINO,75,1.18,4.89
CANTU,63,BRINDISI,73,1.44,2.76
VIRTUSBOLOGNA,78,REGGIANA,66,2.38,1.58
PISTOIA,94,VIRTUSROMA,84,1.91,1.88
MILANO,96,PESARO,61,1.01,15.58
CREMONA,64,VARESE,53,1.5,2.56
AVELLINO,84,TRENTO,72,1.38,3.02
VENEZIA,88,CASERTA,76,1.15,5.35
CAPODORLANDO,72,SASSARI,71,3.0,1.38
REGGIANA,77,CAPODORLANDO,65,1.14,5.53
BRINDISI,69,VARESE,71,1.2,4.5
VIRTUSBOLOGNA,77,AVELLINO,76,1.67,2.18
VIRTUSROMA,63,CREMONA,50,1.39,2.97
PESARO,89,VENEZIA,90,2.97,1.39
CANTU,76,PISTOIA,80,1.28,3.64
SASSARI,111,MILANO,112,1.98,1.82
CASERTA,88,TRENTO,90,1.55,2.44
AVELLINO,74,VIRTUSROMA,70,1.48,2.64
PISTOIA,70,BRINDISI,83,1.75,2.06
VENEZIA,59,REGGIANA,68,1.44,2.77
MILANO,78,CASERTA,71,1.01,15.77
CREMONA,73,PESARO,80,1.17,4.95
CAPODORLANDO,79,CANTU,71,2.02,1.78
VARESE,83,VIRTUSBOLOGNA,73,1.39,2.92
TRENTO,104,SASSARI,82,2.49,1.52
VIRTUSBOLOGNA,70,CREMONA,83,1.52,2.5
CANTU,73,VENEZIA,77,1.76,2.04
PISTOIA,61,AVELLINO,68,1.65,2.2
PESARO,57,TRENTO,76,2.1,1.72
